Handle,Variant Barcode,Title,Body (HTML),Vendor,Product Category,Type,Tags,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Gift Card,Variant Weight Unit,Cost per item,Included / United States,Included / International,Status
boo-boos-young-love-20250919,5400863187620,Boo Boos - Young Love LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Katie Boo (aka Kate Mattison) was born in a small coal-mining town in Ohio and was raised by the radio before relocating to Brooklyn. The electricity of the city combined with her love of the heartland's soul music and inspired her to start her band, 79. 5. Bronco Boo (Mark Everett) began life in a Washington, D. C. hospital and was brought home to live on the wild prairies of the Northern Virginia suburbs. He changed his name to the letter ""E"" and formed the band EELS before deciding to go back to Bronco in 2025. While listening to KCRW late one night in his adoptive home of Los Angeles, Bronco heard a song by 79. 5. This led to a musical dialogue of ideas and songs sent back and forth between Brooklyn and LA. Feeling like they were onto something special, and realizing they were born with the same last name, Boo Boos decided it would be silly not to record these songs. The result is their debut album, Young Love.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,27.5446,34.5446,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/21/4437821-3408763.jpg,FALSE,lb,21.5446,TRUE,TRUE,draft
darin-bobby-that-s-all-limited-180-gram-blue-colored-vinyl-with-bonus-tracks-spain-import-limited-edition-180-gram-vinyl-colored-vinyl-blue-bonus-tracks-20250919,8435723701934,"Darin, Bobby - That's All - Limited 180-Gram Blue Colored Vinyl with Bonus Tracks LP (Spain - Import, Limited Edition, 180 Gram Vinyl, Colored Vinyl, Blue, Bonus Tracks)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,21.3923,28.3923,TRUE,TRUE,,FALSE,lb,15.392299999999999,TRUE,TRUE,draft
new-world-depression-abysmal-void-140-gram-vinyl-20250919,884388890725,New World Depression - Abysmal Void LP (140 Gram Vinyl),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>NEW WORLD DEPRESSION raise the furious spirits of earth and sea on their seventh full-length ""Abysmal Void"". The album's ten songs each represent a chapter filled with one or more of humanity's failures such as delusion, greed, destruction, and war. The German death metal veterans deliver an honest reckoning with the current state of the world - brutal, unfiltered, and unforgiving. ""Abysmal Void"" continues the dark thematic journey that began in 2020 with ""Descent"" and found it's continuation throughout the band's latest album ""Interment of Sins"" (2023). Musically, NEW WORLD DEPRESSION stay on track and true to their old school death metal roots, yet ""Abysmal Void"" received a healthy dose of more groove, more atmosphere, and more depth. Sound-smith Jörg Uken has honed the album to perfection at his famous Soundlodge Studio in East Frisia, which enjoys an excellent reputation in death metal circles and beyond. NEW WORLD DEPRESSION were founded in the historic Münsterland, to the north of the more famous Ruhr Area and with the once powerful bishopric and medieval city of Münster at it's centre, in the year 2005. The Germans started out with a more death'n'roll sound on the debut EP ""The Last Step of Evolution"" (2005) as their first public sign of life, which was followed by the full-length ""Unseal Pandora's Curse"" (2008). During their early development, NEW WORLD DEPRESSION began to shift gradually towards old school death metal by taking inspiration from bands such as ASPHYX, BOLT THROWER, and OBITUARY. With the release of ""Decent"" in 2020, the Germans finally opted for a professional production and label. NEW WORLD DEPRESSION take humanity to the edge of the abyss with all the musical expertise gained from many years of experience both live and in studio. Just remember, if you listen hard to the brutal death metal inferno of ""Abysmal Void"", the abyss might also become aware of you!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.8546,36.854600000000005,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/50/4444250-3419544.jpg,FALSE,lb,23.8546,TRUE,TRUE,draft
acopia-blush-response-united-kingdom-import-20250919,5056688843762,Acopia - Blush Response LP (United Kingdom - Import),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Naarm/Melbourne trio Acopia return with Blush Response, their highly anticipated third album, and first release on Scenic Route. Arriving September 12, this 8-track LP captures the band at their most open and self-assured-an emotionally resonant work shaped by silence, space, and sincerity. At it's core, Blush Response is an exploration of emotional distance, unresolved feelings, and the quiet tension between vulnerability and strength. It's introspective and melancholic, yet with an underlying clarity that marks a new chapter for the group. Formed in 2018 by Kate Durman, Lachlan McGeehan, and Morgan Wright, Acopia began with a minimalist palette-slow tempos, sparse arrangements, and a distinct sense of restraint. Since then, they've evolved into a more fluid and expressive unit, blending elements of dream pop, downtempo, indie, and post-punk into a sound that's as delicate as it is disarming. Following the release of 2022's Chances and their self-titled 2023 album, Acopia gained significant critical momentum with praise from Pitchfork, The Guardian, The FADER, and The Beat. Pitchfork described their work as ""a nod to 1980s ennui and 2020s anxiety""-an apt summation of their unique place in today's musical landscape. Their growing international footprint includes support slots for Bar Italia and Tirzah, festival appearances at Golden Plains, Rising, and NTS Naarm, and a sold-out 2024 headline show at London's Lexington. Recent collaborators include UK producer Daniel Avery, who's shown strong support for the band-elevating their profile across both electronic and alternative audiences. With Blush Response, Acopia deliver their most expansive and expressive project to date- anchored by the emotional depth fans have come to expect, but now sharpened by bold songwriting and a broader sonic reach. Their arrival on Scenic Route marks an exciting new era, one that's already resonating with tastemakers, record buyers, and a fast-growing global fanbase. Following on from their debut UK/EU tour with sell out shows in London, Amsterdam & Paris - the band return to tour UK/EU again this September, followed by an Australia tour this November & their debut North American run in Q1 2026. Cover photography by Brian Karlsson & design by Asel Tambay.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,32.9423,39.9423,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/93/4450693-3436820.jpg,FALSE,lb,26.942300000000003,TRUE,TRUE,draft
beloved-conscience-united-kingdom-import-remastered-20250919,885012052281,"Beloved - Conscience LP (United Kingdom - Import, Remastered)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Double vinyl LP pressing. After the reissues of The Beloved's indie-facing compilation of early singles Where It Is and their first studio album Happiness, next up is their second studio album, Conscience. Conscience was originally released in 1993, reaching No. 2 in the UK album chart hitting 100,000 selling BPI Gold status. It contains their biggest hit to date, the BPI Silver disc awarded Sweet Harmony, a top 10 in the UK and across Europe. Other singles include double A-sideof Celebrate Your Life and You've Got Me Thinking, Outerspace Girl, which both hit the UK top 40 and Rock To The Rhythm Of Love, which was released in the United States only.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,38.332300000000004,45.332300000000004,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/57/4423157-3395503.jpg,FALSE,lb,32.332300000000004,TRUE,TRUE,draft
symphony-x-iconoclast-indie-exclusive-clear-vinyl-20250919,727361246273,"Symphony X - Iconoclast LP (Indie Exclusive, Clear Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/71/4443571-3418491.jpg,FALSE,lb,27.7046,TRUE,TRUE,draft
hall-terry-laugh-140-gram-black-vinyl-united-kingdom-import-140-gram-vinyl-black-20250919,5014797913233,"Hall, Terry - Laugh - 140-Gram Black Vinyl LP (United Kingdom - Import, 140 Gram Vinyl, Black)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Terry Hall's second solo album pressed on 140g Black Vinyl, including the singles 'Ballad of a Landlord' and 'I Saw the Light'. Originally released in 1997 on the Southsea Bubble Company label, Terry Hall's Laugh, followed his acclaimed debut with a blend of wit, melancholy, and melody that marked him as one of Britain's most distinctive voices. Much of Laugh was co-written with former Smiths guitarist Craig Gannon, with further collaborations from a stellar cast including Stephen Duffy, Sean O'Hagan (The High Llamas), and Damon Albarn of Blur-who had previously worked with Hall on his 1995 Rainbows EP. The album was produced by Hall himself, alongside Gannon and Cenzo Townshend, and has since gained cult status for it's sharp songwriting and intimate, understated arrangements.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,34.4823,41.4823,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/44/4447044-3423284.jpg,FALSE,lb,28.482300000000002,TRUE,TRUE,draft
crayola-lectern-disasternoon-20250919,604565803207,Crayola Lectern - Disasternoon LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.394599999999997,38.3946,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/60/4452260-3438619.jpg,FALSE,lb,25.394599999999997,TRUE,TRUE,draft
pharaoh-overlord-louhi-indie-exclusive-colored-vinyl-pink-smoke-20250919,5056321673183,"Pharaoh Overlord - Louhi LP (Indie Exclusive, Colored Vinyl, Pink, Smoke)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,37.55459999999999,44.55459999999999,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/13/4448313-3428746.jpg,FALSE,lb,31.554599999999997,TRUE,TRUE,draft
pseudo-fruit-heavy-nydelig-20250919,7090060760108,Pseudo Fruit - Heavy Nydelig LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.0223,43.0223,TRUE,TRUE,,FALSE,lb,30.0223,TRUE,TRUE,draft
tapscott-horace-live-at-lobero-remastered-20250919,5060149623060,"Tapscott, Horace - Live At Lobero LP (Remastered)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>This is a reissue of a now out-of-print album from live trio date by the legendary LA-based pianist, composer and multi-bandleader, Horace Tapscott. Pianist Horace Tapscott is always at his best when he is leading a trio. 'Sketches of Drunken Mary' features some sparkling piano revolving around a most lyrical bass part that is absolutely touching. The piece ends with a long, monstrous drum solo has to be heard to be believed. I recall hearing/seeing the mighty Sonship with John McLaughlin's One Truth band live at Central Park way back in 1979 and being knocked out by his drumming. 'Raisha's New Hip Dance' is a lovely piece that starts with some amazingly powerful and somewhat dark solo piano, with some strong two handed playing going in different directions and then winding down to somber conclusion, then building back up once again. The final piece is called 'Dark Tree' which is a great work that features a colossal, McCoy-like repeating line that is most hypnotic. The trio explodes in waves together, an immensely propulsive circular current at the center of the storm. Roberto Miranda takes an astonishing, fleet-fingered contrabass solo and then Sonship again provides a cosmic gong, cymbals and drum solo. This is a momentous offering from start to finish. It doesn't get any better than this.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,57.574600000000004,66.98,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/71/3747471-3438139.jpg,FALSE,lb,51.574600000000004,TRUE,TRUE,draft
bonanza-of-doom-bonanza-of-doom-20250919,7090060760177,Bonanza of Doom - Bonanza Of Doom LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.0223,43.0223,TRUE,TRUE,,FALSE,lb,30.0223,TRUE,TRUE,draft
young-lola-i-m-only-f-king-myself-the-punching-bag-edition-explicit-lyrics-indie-exclusive-limited-edition-140-gram-vinyl-20250919,602478429224,"Young, Lola - I'm Only F**king Myself [The 'Punching Bag' Edition] LP (Explicit Lyrics, Indie Exclusive, Limited Edition, 140 Gram Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.402300000000004,38.402300000000004,TRUE,TRUE,,FALSE,lb,25.402300000000004,TRUE,TRUE,draft
trapper-schoepp-osborne-clear-vinyl-20250919,199350311697,Trapper Schoepp - Osborne LP (Clear Vinyl),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,28.314600000000002,35.3146,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/10/4450210-3433998.jpg,FALSE,lb,22.314600000000002,TRUE,TRUE,draft
judas-priest-the-rock-n-roots-of-20250919,4262428983808,Judas Priest - The Rock N' Roots Of LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.7746,33.7746,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/13/4450213-3434002.jpg,FALSE,lb,20.7746,TRUE,TRUE,draft
thomas-leon-spirits-known-and-unknown-180-gram-vinyl-gatefold-lp-jacket-remastered-20250919,5060149623077,"Thomas, Leon - Spirits Known And Unknown LP (180 Gram Vinyl, Gatefold LP Jacket, Remastered)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Leon Thomas' debut solo recording after his tenure with Pharoah Sanders is a fine one. Teaming with a cast of musicians that includes bassist Cecil McBee, flutist James Spaulding, Roy Haynes, Lonnie Liston Smith, Richard Davis, and Sanders (listed here as 'Little Rock'), etc. Thomas' patented yodel is in fine shape here, displayed alongside his singular lyric style and scat singing trademark. The set begins with a shorter, more lyrical version of Thomas' signature tune 'The Creator Has a Master Plan,' with the lyric riding easy and smooth alongside the yodel, which bubbles up only in the refrains. It's a different story on his own 'One,' with Davis' piano leading the charge and Spaulding blowing through the center of the track, Thomas alternates scatting and his moaning, yodeling, howling, across the lyrics, through them under them and in spite of them. It's an intense ride and one that sets up the glorious 'Echoes.' This tune is Thomas at his most spiritual and uplifting, carrying the mysterious drift of his tune entwined with Spaulding's flute and a set of Pan pipes, fluttering in and out of the mix before his wail comes to the fore as a solo. The end of side one reaches into Thomas' past (he sang with everyone from Count Basie to Grant Green and Mary Lou Williams) for a highly original read of Horace Silver's classic 'Song for My Father.' Thomas imbues the tune with so much emotion, it's a wonder he can keep it under wraps. Side two is more free from in nature with 'Damn Nam,' a near rant, but one possessed with melodic vision and harmonic invention with this band. There's also the deeply moving 'Malcolm's Gone,' a co-write between Thomas and Sanders that features the latter's gorgeous blowing, hard and true in the middle of the mix, and a wildly spiritual Eastern vibe coming through in the improvisation. It's the longest track on the record, and one of the most criminally ignored in Thomas' long career. The album closes with Bell and Houston's 'Let the Rain Fall on Me.' It's a shimmering straight jazz number with a beautiful piano solo by Smith. It sends out a visionary album out on a sweet, soulful note. Ultimately, this is among Thomas' finest moments on vinyl, proving his versatility and accessibility to an audience who, for too long already, had associated him too closely with the avant-garde and free jazz.-Thom Jurek/AMG</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,47.5646,53.98,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/85/3756085-3438140.jpg,FALSE,lb,41.5646,TRUE,TRUE,draft
dido-no-angel-20250919,196588720819,Dido - No Angel LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,32.9346,39.9346,TRUE,TRUE,,FALSE,lb,26.9346,TRUE,TRUE,draft
wilkins-otis-power-of-stuff-colored-vinyl-white-180-gram-vinyl-20250919,634457215573,"Wilkins, Otis - Power Of Stuff LP (Colored Vinyl, White, 180 Gram Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,28.314600000000002,35.3146,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/58/4448358-3428761.jpg,FALSE,lb,22.314600000000002,TRUE,TRUE,draft
philippson-louis-my-way-united-kingdom-import-20250919,198029469110,"Philippson, Louis - My Way LP (United Kingdom - Import)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,42.182300000000005,49.182300000000005,TRUE,TRUE,,FALSE,lb,36.182300000000005,TRUE,TRUE,draft
deru-rhythm-tapes-laser-etched-limited-edition-20250919,199257127025,Deru - Rhythm Tapes - Laser Etched LP (Limited Edition),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Acclaimed electronic composer Deru (aka Benjamin Wynn) returns with rhythm tapes - a return to drums and rhythms for the composer after a decade of compositional ambient music. It's an onslaught of non-metric, morphing rhythms reminiscent of his early hiphop and IDM influences, yet mixed with avant-garde sequencing techniques. Presented as one long mixtape, the songs deconstruct and morph into one another. Limited edition laser-Etched Vinyl, made in collaboration with Michael Cina and Onyx Records Press. Instead of paper labels, both sides of the vinyl are laser-etched with shapes derived directly from the sequencer used to create the music. These patterns are what drove the music.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,22.9246,29.9246,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/04/4441204-3414513.jpg,FALSE,lb,16.9246,TRUE,TRUE,draft
teke-teke-delux-20250919,759656083416,Teke::Teke - Delux LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.084600000000002,36.0846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/18/4441218-3414995.jpg,FALSE,lb,23.084600000000002,TRUE,TRUE,draft
doobie-brothers-minute-by-minute-180-gram-vinyl-20250919,821797260114,Doobie Brothers - Minute by Minute LP (180 Gram Vinyl),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>The Doobie Brothers Create the Template for Yacht Rock: Grammy-Winning Minute by Minute Features 'What a Fool Believes,' Superb Harmonies, and Soulful MelodiesSourced from the Original Analog Master Tapes and Given Extra Groove Space: Mobile Fidelity's Numbered-Edition 180g 45RPM 2LP Set of 1978 Album Plays with Incredible Openness and DepthMinute by Minute saved the Doobie Brothers even as it nearly broke the band. Created when the group felt uncertain of it's place in the music world, the album catapulted the sextet to new commercial heights and signaled a distinct change in direction that the mainstream wholeheartedly embraced. Having sold more than three million copies, the four-time Grammy-winning Minute by Minute remains a pop landmark. Perhaps the Doobie Brothers didn't invent 'yacht rock' with the warm, hook-laden 'What a Fool Believes' and other similarly minded cuts on the radio-friendly Minute by Minute - look to the Top 20 title track, relaxed 'Open Your Eyes,' and horn-accompanied 'Dependin' on You' for further evidence - but the band essentially created the template many others would follow.Sourced from the original master tapes, housed in a Stoughton gatefold jacket, and pressed at Fidelity Record Pressing, Mobile Fidelity's numbered-edition reissue presents the 1978 effort on 180g 45RPM 2LP for the first time on what is the definitive-sounding vinyl version of the Rock & Roll Hall of Famers' biggest-selling record. Produced by Ted Templeman, Minute by Minute features noncongested openness, snappy rhythms, wonderful tonal balance, exceptionally clear vocals, and the right equilibrium of fine Polish and bluesy grit. Those facets emerge with previously unrealized definition, transparency, smoothness, and solidity on this reissue. A 'Sweet Feelin',' for certain.1/4' / 15 IPS / Dolby A analog master to DSD 256 to analog console to latheNumbered 180g 45RPM Vinyl 2LPNUMBERED SPECIAL EDITIONTrack ListSide One:1. Here to Love You2. What a Fool Believes3. Minute by MinuteSide Two:1. Dependin' on You2. Don't Stop to Watch the WheelsSide Three:1. Open Your Eyes2. Sweet Feelin'3. Steamer Lane BreakdownSide Four:1. You Never Change2. How Do the Fools Survive?</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,66.81460000000001,78.98,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/76/4448576-3428997.jpg,FALSE,lb,60.814600000000006,TRUE,TRUE,draft
symphony-x-underworld-indie-exclusive-clear-vinyl-violet-20250919,4065629750817,"Symphony X - Underworld LP (Indie Exclusive, Clear Vinyl, Violet)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,,FALSE,lb,27.7046,TRUE,TRUE,draft
hines-emily-these-days-white-explicit-lyrics-colored-vinyl-white-20250919,762983632226,"Hines, Emily - These Days - White LP (Explicit Lyrics, Colored Vinyl, White)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Emily Hines was raised on a small farm in rural Ohio and now lives in Nashville. Her songwriting pulls from folk, country, and pop with influences as varied as Norah Jones, Feist, and Karen Dalton. Her sound feels singular and fully formed. Her debut album These Days will be released August 1 via Keeled Scales.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,24.4646,31.4646,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/75/4431675-3400092.jpg,FALSE,lb,18.4646,TRUE,TRUE,draft
jewel-pieces-of-you-limited-edition-anniversary-edition-colored-vinyl-purple-20250919,888072722996,"Jewel - Pieces Of You LP (Limited Edition, Anniversary Edition, Colored Vinyl, Purple)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Jewel - ""Pieces Of You (30th Anniversary)"". 30th-anniversary pressing of Jewel's breakthrough debut Pieces of You, pressed on limited ""amethyst"" color vinyl. This 2-LP set delivers the era-defining hits ""Who Will Save Your Soul,"" ""You Were Meant for Me,"" and ""Foolish Games,"" plus five bonus tracks not on the original CD - a '90s singer-songwriter classic.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,34.474599999999995,41.474599999999995,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/59/4443559-3419673.jpg,FALSE,lb,28.4746,TRUE,TRUE,draft
charles-ray-ingredients-in-a-recipe-for-soul-colored-vinyl-orange-20250919,708857224418,"Charles, Ray - Ingredients In A Recipe For Soul LP (Colored Vinyl, Orange)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.084600000000002,36.0846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/19/4429919-3397885.jpg,FALSE,lb,23.084600000000002,TRUE,TRUE,draft
dark-times-no-hope-the-early-eps-20250919,7041889509881,Dark Times - No Hope / The Early EPs LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,45.2623,52.2623,TRUE,TRUE,,FALSE,lb,39.2623,TRUE,TRUE,draft
